,Case Type,Region,Case Number,Case Name,Status,Date Filed,Date Closed,Reason Closed,City,States & Territories,Employees on charge/petition,Allegations,Participants,Union,Unit Sought,Voters
405389,C,"Region 22, Newark, New Jersey",22-CB-009363,"New York Metro Area, APWU (United States Postal Service)",Closed,2001-11-02,2002-05-20,Dismissal Non-adjusted,Kearny,NJ,3000,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access","Involved Party, Employer, UNITED STATES POSTAL SERVICE, Kearny, NJ, 07099-9800
Charged Party / Respondent, Union, NEW YORK METRO AREA POSTAL UNION, APWU, New York, NY, 10005
Charging Party, Individual",,,
405390,C,"Region 14, Saint Louis, Missouri",17-CA-021427,The Boeing Company,Closed,2001-11-02,2002-02-28,Dismissal Non-adjusted,Wichita,KS,18000,8(a)(5) Repudiation/Modification of Contract[Sec 8(d)/Unilateral Changes],"Charged Party / Respondent, Legal Representative, STANLEY DOUGLAS, FOULSTON, SIEFKIN, L.L.P., 100 N Broadway St Ste 700, Bank Of America Center, Wichita, KS, 67202-2207, (316)291-9502
Charging Party, Individual
Charged Party / Respondent, Employer, THE BOEING COMPANY, Wichita, KS, 67277-7730",,,
405391,C,"Region 27, Denver, Colorado",27-CA-017692,U.S. Postal Service,Closed,2001-11-02,2004-10-22,Withdrawal Non-adjusted,Denver,CO,2000,8(a)(3) Discipline,"Charged Party / Respondent, Legal Representative, HUGHES HAROLD, United States Postal Service, 9350 S 150 E Ste 800, Sandy, UT, 84070-2716, (801)984-8400
Charging Party, Legal Representative, BRAUER III WALTER, BRAUER, BUESCHER, VALENTINE, GOLDHAMMER, KELMAN, & ECKERT, P.C., 600 Grant St., Ste 450, Denver, CO, 80203-3525, (303)333-7751
Charged Party / Respondent, Additional Service, United States Postal Service, Steamboat Springs, CO, 80487-9998
Charged Party / Respondent, Additional Service, United States Postal Service, Washington, DC, 20260-0001",,,
405392,C,"Region 31, Los Angeles, California",31-CB-010938,IATSE Local 600 (No Employer),Closed,2001-11-02,2002-03-21,Dismissal Non-adjusted,Los Angeles,CA,1,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access","Charging Party, Individual
",,,
405393,C,"Region 31, Los Angeles, California",31-CB-010939,"Union de Trabajadores de Muelles, Local 1740 (International Shipping Agency, Inc.)",Closed,2001-11-02,2001-11-07,,San Juan,PR,80,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access","Charged Party / Respondent, Union, UNION DE TRABAJADORES DE MUELLES, LOCAL  1740,  AFL-CIO, San Juan, PR, 00906-6572
Involved Party, Employer, INTERNATIONAL SHIPPING AGENCY, INC., San Juan, PR, 00901-
Charging Party, Individual",,,
405394,C,"Region 25, Indianapolis, Indiana",33-CA-013796,"Health Professionals, Ltd.",Closed,2001-11-02,2002-06-21,Dismissal Non-adjusted,Peoria,IL,200,"8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
8(a)(1) Coercive Actions (Surveillance, etc)
8(a)(3) Changes in Terms and Conditions of Employment
8(a)(5) Repudiation/Modification of Contract[Sec 8(d)/Unilateral Changes]","Charging Party, Union, AFSCME, Chicago, IL, 60606-3208
Charged Party / Respondent, Employer, HEALTH PROFESSIONALS, LTD., Peoria, IL, 61602-1499",,,
405395,C,"Region 25, Indianapolis, Indiana",25-CB-008477,USWA Local 710 (Fountain Foundry Corporation),Closed,2001-11-02,2002-02-28,Dismissal Non-adjusted,Veedersburg,IN,60,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access","Charged Party / Respondent, Notification, WHITEHEAD PAUL, Uswa Afl Cio Clc, 5 Gateway Ctr Rm 807, Pittsburgh, PA, 15222-, (412)562-2400
Charging Party, Individual
Charged Party / Respondent, Union, UNITED STEELWORKERS OF AMERICA, AFL-CIO, LOCAL 710, Veedersburg, IN, 47987-8217
Involved Party, Employer, FOUNTAIN FOUNDRY CORPORATION, Veedersburg, IN, 47987-0188",,,
405396,C,"Region 05, Baltimore, Maryland",05-CA-030039,Corrections Corporation of America,Closed,2001-11-02,2002-06-13,Dismissal Non-adjusted,Washington,DC,600,"8(a)(4) Discharge (including Layoff and Refusal to Hire)
8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting))","Charging Party, Legal Representative, Wallington James, Baptiste & Wilder, P.C., 1150 Connecticut Avenue NW, Suite 315, Washington, DC, 20036-4130, (202)964-4753
Charged Party / Respondent, Employer, CORRECTIONS CORPORATION OF AMERICA, Washington, DC, 20003-2528
Charging Party, Individual",,,
405397,C,"Region 04, Philadelphia, Pennsylvania",04-CA-030823,Cadmus Professional Communications,Closed,2001-11-02,2003-02-06,Withdrawal Adjusted,Lancaster,PA,20,8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing),"Charging Party, Legal Representative, Weinstock Ira, 800 N. Second Street, Harrisburg, PA, 17102, (717)238-1657
Charged Party / Respondent, Employer, CADMUS PROFESSIONAL, Lancaster, PA, 17601-6912",,,
405398,C,"Region 18, Minneapolis, Minnesota",30-CA-015730,Perry Judds,Closed,2001-11-02,2002-06-24,Dismissal Non-adjusted,Waterloo,WI,500,8(a)(5) Repudiation/Modification of Contract[Sec 8(d)/Unilateral Changes],"Charged Party / Respondent, Legal Representative, KABAT MICHAEL, DUANE MORRIS LLP, 945 E Paces Ferry Rd NE, Ste 2440, Atlanta, GA, 30326-1160, (404)495-4950
Charging Party, Union, GRAPHIC COMMUNICATIONS INTERNATIONAL UNION (GCIU), LOCAL 309C, Waterloo, WI, 53594-1419
Charged Party / Respondent, Employer, PERRY JUDD'S, Waterloo, WI, 53594-1378",,,
405399,C,"Region 31, Los Angeles, California",31-CA-025346,United States Postal Services,Closed,2001-11-02,2004-12-20,Dismissal Adjusted,Glendale,CA,60,"8(a)(1) Coercive Actions (Surveillance, etc)
8(a)(3) Changes in Terms and Conditions of Employment","Charged Party / Respondent, Legal Representative, ALTER DENISE, UNITED STATES POSTAL SERVICE, 390 Main St Ste 740, San Francisco, CA, 94105-5001, (415)550-5300
Charging Party, Individual
Charging Party, Additional Service, AMERICAN POSTAL WORKERS UNION, CALIFORNIA AREA LOCAL, AFL-CIO, City Of Industry, CA, 91715-0906
Charged Party / Respondent, Additional Service, PAUL HASTINGS, Washington, DC, 20260-0004
Charged Party / Respondent, Employer, United States Postal Service - Verdugo Viejo Postal Facility, Glendale, CA, 91206-3932",,,
405400,C,"Region 04, Philadelphia, Pennsylvania",04-CA-030818,Shieldalloy Metallurgical Corporation,Closed,2001-11-02,2002-07-02,Dismissal Non-adjusted,Newfield,NJ,36,"8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting))
8(a)(3) Changes in Terms and Conditions of Employment","Charged Party / Respondent, Legal Representative, ROHLOFF, FREDERIC, Archer & Greiner, P.C., One Centennial Square, 33 E. Euclid Avenue, Haddonfield, NJ, 08033-2374, (856)354-3008
Charged Party / Respondent, Employer, SHIELDALLOY METALLURGICAL, Newfield, NJ, 08344-0768
Charging Party, Individual",,,
405401,C,"Region 07, Detroit, Michigan",07-CB-013052,Local 594 Int'l Union UAW (General Motors Corp.),Closed,2001-11-02,2002-03-22,Dismissal Non-adjusted,Detroit,MI,6000,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access","Involved Party, Employer, General Motors LLC, Detroit, MI, 48265
Charging Party, Individual
Charged Party / Respondent, Union, LOCAL 594 INT'L UNION UAW, Pontiac, MI, 48341-3308
Charged Party / Respondent, Additional Service, International Union, United Automobile, Aerospace and Agricultural Implement Workers of America, UAW, Cherry Hill, NJ,  08003",,,
405402,C,"Region 32, Oakland, California",32-CC-001469,"Northern California Regional Council of Carpenters, Locals 405, 2236, 713 & 152 (Lusardi Constructio",Closed,2001-11-02,2003-06-25,Informal Settlement,Dublin,CA,150,8(b)(4)(B) Picketing/Handbilling,"Involved Party, Legal Representative, PRAGER JOHN, COOK, BROWN & PRAGER, LLP, 801 W Civic Center Dr Ste 450, Santa Ana, CA, 92701-4028, (714)542-1883
Charged Party / Respondent, Legal Representative, HILLMAN KRISTINA, Weinberg Roger & Rosenfeld, 1001 Marina Village Pkwy., Ste. 200, Alameda, CA, 94501-6430, (415)861-1135
Charged Party / Respondent, Union, NORTHERN CALIFORNIA REGIONAL COUNCIL OF CARPENTERS, Oakland, CA, 94621-1418
Charged Party / Respondent, Additional Service, CARPENTER UNION, LOCAL 713, Hayward, CA, 94541-1298
Charged Party / Respondent, Additional Service, Carpenters Union Local 22, San Francisco, CA, 94107-3121
Charged Party / Respondent, Additional Service, CARPENTERS UNION LOCAL 405, San Jose, CA, 95125-2130
Charged Party / Respondent, Additional Service, CARPENTERS UNION LOCAL 152, Martinez, CA, 94553-
Involved Party, Employer, LUSARDI CONSTRUCTION COMPANY, San Marcos, CA, 92078-3880",,,
405403,C,"Region 20, San Francisco, California",20-CB-011622,Teamsters Local Union 137 (Sysco Food),Closed,2001-11-02,2002-02-28,Dismissal Non-adjusted,Pleasant Grove,CA,400,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access","Charged Party / Respondent, Union, GENERAL TEAMSTERS LOCAL 137, INTERNATIONAL BROTHERHOOD OF TEAMSTERS, Redding, CA, 96001-3888
Involved Party, Employer, SYSCO, Pleasant Grove, CA, 95668-9731
Charging Party, Individual",,,
405404,C,"Region 04, Philadelphia, Pennsylvania",04-CB-008780,Auto Workers Local 2327 (Shieldalloy Metallurgical Corporation),Closed,2001-11-02,2002-07-02,Dismissal Non-adjusted,Newfield,NJ,36,,"Involved Party, Legal Representative, ROHLOFF, FREDERIC, Archer & Greiner, P.C., One Centennial Square, 33 E. Euclid Avenue, Haddonfield, NJ, 08033-2374, (856)354-3008
Charged Party / Respondent, Legal Representative, MEYER JEREMY, Cleary, Josem & Trigiani LLP, 325 Chestnut Street, Suite 200, Philadelphia, PA, 19106, (215)735-9099
Charging Party, Individual
Charged Party / Respondent, Union, International Union, United Automobile, Aerospace and Agricultural Implement Workers of America, AFL-CIO Local 2327, Vineland, NJ, 08360-3609
Involved Party, Employer, SHIELDALLOY METALLURGICAL, Newfield, NJ, 08344-0768",,,
405405,C,"Region 09, Cincinnati, Ohio",09-CA-038856,TRANE - AMERICAN STANDARD,Closed,2001-11-02,2002-02-13,Dismissal Non-adjusted,Lexington,KY,1500,"8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
8(a)(1) Coercive Actions (Surveillance, etc)","Charged Party / Respondent, Employer, TRANE - AMERICAN STANDARD, Lexington, KY, 40511-1091
Charging Party, Union, INTERNATIONAL UNION, UNITED AUTOMOBILE, AEROSPACE AND AGRICULTURAL IMPLEMENT WORKERS OF AMERICA, LOC, Mount Vernon, KY, 40456-
Charging Party, Additional Service, International Union, United Automobile, Aerospace and Agricultural Implement Workers of America, UAW, Cherry Hill, NJ,  08003",,,
405406,C,"Region 28, Phoenix, Arizona",28-CB-005644,"United Steelworkers of America, AFL-CIO/CLC (Lakeview Christian Home of the Southwest, Inc.)",Closed,2001-11-02,2001-12-05,Withdrawal Non-adjusted,Albuquerque,NM,233,8(b)(3) Refusal to Bargain/Bad Faith or Surface Bargaining,"Charging Party, Legal Representative, TURNER ANNE, NOEDING & MOODY PC, 4300 Sn Mateo Blvd NE Ste B260, San Mateo Corporate Center, Albuquerque, NM, 87110-1289, (505)878-0515
Charged Party / Respondent, Legal Representative, FICKMAN BRUCE, ATTORNEY AND COUNSELOR AT LAW, 3303 MAIN STREET, SUITE 300, HOUSTON, TX, 77002, (713)223-4444
Charging Party, Employer, LAKEVIEW CHRISTIAN HOME OF THE SOUTHWEST, INC., Carlsbad, NM, 88220-4025
Charged Party / Respondent, Additional Service, United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO,CLC, Pittsburgh, PA, 15222-1214",,,
405407,C,"Region 06, Pittsburgh, Pennsylvania",06-CA-032381,"First Energy Corporation, Bruce Mansfield Plant",Closed,2001-11-02,2004-06-22,Withdrawal Non-adjusted,Shippingport,PA,319,,"Charged Party / Respondent, Legal Representative, FLANNERY HARRY, i, PO Box 200, Route 20, Haywood, WV, 26366
Charging Party, Legal Representative, Oliver Marianne, GILARDI, COOPER & LOMUPO, P.A., 223 Fourth Avenue, 10th Floor, Pittsburgh, PA, 15222-1720, (412)391-9770
Charged Party / Respondent, Employer, First Energy Generation Corp., Shippingport, PA, 15077-
Charging Party, Additional Service, O'BRIEN, BELLAND & BUSHINSKY, LLC, Washington, DC, 20005-2702
Charging Party, Additional Service, O'BRIEN, BELLAND & BUSHINSKY, LLC, Coraopolis, PA, 15108-9132",,,
405408,C,"Region 13, Chicago, Illinois",13-CA-039756,"Chicago Sun-Times, Inc.",Closed,2001-11-02,2002-01-22,Withdrawal Non-adjusted,Chicago,IL,500,,,,,
405409,C,"Region 13, Chicago, Illinois",13-CA-039762,Jerry Ryce Masonry Co. and Jerry Ryce,Closed,2001-11-02,2002-01-14,Dismissal Non-adjusted,Chicago,IL,10,,,,,
405410,C,"Region 13, Chicago, Illinois",13-CB-016871,International Brotherhood of Electrical Workers Local No. 134 (Chicago Sun-Times),Closed,2001-11-02,2002-01-22,Withdrawal Non-adjusted,Chicago,IL,500,,,,,
405411,C,"Region 01, Boston, Massachusetts",34-CA-009902,"Avery Heights, Church Homes, Inc.",Closed,2001-11-02,2002-05-10,Withdrawal Adjusted,Hartford,CT,156,,,,,
405412,C,"Region 04, Philadelphia, Pennsylvania",04-CC-002341,Metropolitan District Council of Carpenters (Cutler Associates),Closed,2001-11-02,2002-05-15,Compliance w/BO,Allentown,PA,1,8(b)(4)(B) Picketing/Handbilling,"Charged Party / Respondent, Legal Representative, Holroyd Stephen, SAGOT JENNINGS P.C., One Washington Square, 510 Walnut Street, 16th Floor, Philadelphia, PA, 19106-3683, (215)351-0670
Charging Party, Legal Representative, SUNDHEIM STEPHEN, Pepper Hamilton, LLP, 3000 Two Logan Square, 18th and Arch Streets, Philadelphia, PA, 19103-2799, (215)981-4576
Charged Party / Respondent, Union, CARPENTERS MRC LOCAL 1823, Philadelphia, PA, 19130-3916
Charged Party / Respondent, Union, CARPENTERS PHILADELPHIA MRC, Philadelphia, PA, 19130-3916",,,
405413,C,"Region 15, New Orleans, Louisiana",26-CA-020460,"Robert Orr-Sysco Food Services, LLC",Closed,2001-11-02,2007-01-31,Compliance w/BO,Nashville,TN,173,"8(a)(1) Coercive Rules
8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting))
8(a)(4) Discharge (including Layoff and Refusal to Hire)
8(a)(1) Coercive Statements (Threats, Promises of Benefits, etc.)","Charged Party / Respondent, Legal Representative, SCHNEIDER LES, WIMBERLY, LAWSON, STECKEL, NELSON & SCHNEIDER, 3400 Peachtree Rd NE, Lenox Towers Ste 400, Atlanta, GA, 30326-1170, (404)365-0900
Charged Party / Respondent, Employer, ROBERT ORR SYSCO FOOD SERVICE, Nashville, TN, 37209-1002
Charged Party / Respondent, Additional Service, WIMBERLY & LAWSON, Atlanta, GA, 30326-1107
Charging Party, Union, INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL 480, Nashville, TN, 37217-1134",,,
405414,C,"Region 06, Pittsburgh, Pennsylvania",06-CA-032382,"Robert Wholey & Co., Inc.",Closed,2001-11-02,2002-06-12,Withdrawal Adjusted,Pittsburgh,PA,63,"8(a)(1) Coercive Statements (Threats, Promises of Benefits, etc.)
8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)",,,,
405415,C,"Region 06, Pittsburgh, Pennsylvania",06-CA-032384,"1086 Real Estate, Inc. and Grane Associates, Partners, d/b/a Laurelwood Convalescent Center and Pers",Closed,2001-11-02,2002-08-05,Withdrawal Adjusted,Johnstown,PA,120,"8(a)(3) Changes in Terms and Conditions of Employment
8(a)(5) Refusal to Furnish Information
8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
8(a)(5) Repudiation/Modification of Contract[Sec 8(d)/Unilateral Changes]",,,,
405416,C,"Region 18, Minneapolis, Minnesota",18-CA-016217,Fleming CSD - Plymouth Division/Minter-Weisman Co.,Closed,2001-11-02,2002-05-29,Dismissal Non-adjusted,Plymouth,MN,150,8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting)),"Charged Party / Respondent, Legal Representative, RICHARDS ALLEN, FLEMING COMPANIES, 1945 Lakepointe Dr, Lewisville, TX, 75057-6424, (972)906-8651
Charging Party, Notification, SZYMANSKI PAT,  4818 East Ben White Boulevard Suite 300, Austin, TX, 78741
Charged Party / Respondent, Legal Representative, BURKE PATRICIA, RIDER, BENNETT, EGAN & ARUNDEL, LLP, 333 S 7th St Ste 2000, Minneapolis, MN, 55402-2431, (612)340-7922
Charged Party / Respondent, Employer, FLEMING CSD - PLYMOUTH DIVISION/MINTER-WEISMAN CO., Plymouth, MN, 55441-5002
Charging Party, Union, Teamsters Local Union No. 120, BLAINE, MN, 55434",,,
405417,C,"Region 12, Tampa, Florida",24-CB-002184,"Union de Trabajadores de Muelles, Local 1740 (International Shipping Agency, Inc.)",Closed,2001-11-02,2003-03-28,Dismissal Non-adjusted,San Juan,PR,80,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access","Involved Party, Employer, INTERSHIP INTERNATIONAL SHIPPING AGENCY INC., Bayamon, PR, 00960-
Charged Party / Respondent, Union, UNIóN DE TRABAJADORES DE MUELLES DE PR, LOCAL 1740, ILA, AFL-CIO, San Juan, PR, 00906-6572
Charging Party, Individual",,,
405418,C,"Region 01, Boston, Massachusetts",34-CA-009904,Bloomfield Healthcare Center of Connecticut,Closed,2001-11-02,2002-03-29,Withdrawal Non-adjusted,Hartford,CT,75,,,,,
405419,C,"Region 01, Boston, Massachusetts",34-CA-009905,Pennant Foods,Closed,2001-11-02,2002-03-29,Withdrawal Non-adjusted,New Haven,CT,160,,,,,
405420,C,"Region 06, Pittsburgh, Pennsylvania",06-CA-032380,Camden Clark Memorial Hospital Corp.,Closed,2001-11-02,2002-01-15,Withdrawal Non-adjusted,Parkersburg,WV,1400,8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting)),,,,
405421,C,"Region 06, Pittsburgh, Pennsylvania",06-CA-032383,"Clarion Sintered Metals, Inc.",Closed,2001-11-02,2002-02-05,Withdrawal Adjusted,Ridgway,PA,149,"8(a)(3) Discipline
8(a)(1) Coercive Statements (Threats, Promises of Benefits, etc.)",,,,
405422,C,"Region 25, Indianapolis, Indiana",25-CA-027902,"US Trades, LLC",Closed,2001-11-01,2002-05-14,Dismissal Non-adjusted,Carmel,IN,45,,"Charging Party, Union, INDIANA STATE PIPE TRADES ASSOCIATION, Evansville, IN, 47724-1118
Charged Party / Respondent, Employer, US TRADES, LLC, Carmel, IN, 46032-2812",,,
405423,C,"Region 25, Indianapolis, Indiana",25-CA-027903,"Midwest Trades Association, LLC",Closed,2001-11-01,2002-05-14,Dismissal Non-adjusted,Indianapolis,IN,45,,"Charged Party / Respondent, Legal Representative, EINTERZ MICHAEL, EINTERZ & EINTERZ, 5455 W 86th St Ste 215, Indianapolis, IN, 46268-1530, (317)337-2021
Charged Party / Respondent, Employer, MIDWEST TRADES ASSOCIATES, LLC, Indianapolis, IN, 46268-1530
Charging Party, Union, INDIANA STATE PIPE TRADES ASSOC. & U.A. LOCAL 166, Evansville, IN, 47724-1118",,,
405424,C,"Region 12, Tampa, Florida",12-CB-004931,"International Alliance of Theatrical Stage Employees, Local 835, AFL-CIO (Allied Convention Services",Closed,2001-11-01,2002-05-08,Dismissal Non-adjusted,Orlando,FL,130,"8(b)(1)(A) Hiring Halls
8(b)(2) Hiring Hall Related","Charged Party / Respondent, Union, INTERNATIONAL ALLIANCE OF THEATRICAL AND STAGE EMPLOYEES, LOCAL 835, AFL-CIO, Orlando, FL, 32811-7362
Charging Party, Individual",,,
405425,C,"Region 02, New York, New York",02-CB-018564,Screen Actors Guild (No Employer),Closed,2001-11-01,2002-05-17,Dismissal Non-adjusted,New York,NY,1,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access
8(b)(1)(A) Coercion, incl'g Statements and Violence","Charging Party, Legal Representative, TURCO JOSEPH, SPAR & BERNSTEIN, 225 Broadway Ste 1405, New York, NY, 10007-3768, (212)227-3636
Charging Party, Individual",,,
405426,C,"Region 12, Tampa, Florida",12-CA-021878,NTH Degree,Closed,2001-11-01,2002-05-13,Dismissal Non-adjusted,Stone Mountain,GA,250,8(a)(3) Changes in Terms and Conditions of Employment,"Charging Party, Legal Representative, KLEMMT K., INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES AND MOVING PICTURE TECHNICIANS, ARTISTS AND ALL, 3610 River Hall Dr, PO Box 462, Jacksonville, FL, 32217-4243, (904)731-7163
Charging Party, Additional Service, IATSE, LOCAL 412, Sarasota, FL, 34239-5132
Charging Party, Additional Service, INTERNATIONAL ALLIANCE OF THEATRICAL STATE EMPLOYEES AND MOVING PICTURE TECHNICIANS, ARTIST, LOCAL 3, Tampa, FL, 33614-2669
Charging Party, Individual
Charging Party, Additional Service, INTERNATIONAL ASSOCIATION OF THEATRICAL STAGE EMPLOYEES LOCAL 552, Saint Petersburg, FL, 33731-0920
Charging Party, Additional Service, INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES, LOCAL UNION 558, Daytona Beach, FL, 32119-5593
Charging Party, Additional Service, INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES AND MOVING PICTURE TECHNICIANS, ARTISTS AND ALL, Pensacola, FL, 32507-2365
Charged Party / Respondent, Additional Service, CZARNOWSKI EXHIBIT SERVICE SPECIALISTS, Orlando, FL, 32837-8480
Charged Party / Respondent, Additional Service, ZENITH LABRNET, INC., Ormond Beach, FL, 32174-2412",,,
405427,C,"Region 28, Phoenix, Arizona",28-CB-005642,Culinary Union Local 226 (Aramark Corporation),Closed,2001-11-01,2002-01-24,Dismissal Non-adjusted,Las Vegas,NV,100,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access","Charged Party / Respondent, Legal Representative, Maldonado Jose, McCracken, Stemerman & Holsberry, LLP, 100 Van Ness Ave Fl 20, San Francisco, CA, 94102-5229, (212)541-1426
Charged Party / Respondent, Union, Local Joint Executive Board of Las Vegas affiliated with UNITE HERE International Union, Las Vegas, NV, 89102-2700
Charging Party, Individual
Involved Party, Employer, ARAMARK CORPORATION, Las Vegas, NV, 89109-9096",,,
405428,C,"Region 25, Indianapolis, Indiana",25-CB-008476,"Boilermakers, Professional EMT's & Paramedics Division (Yellow Ambulance Service)",Closed,2001-11-01,2002-05-15,Dismissal Non-adjusted,Owensboro,KY,72,8(b)(2) Union Security Related Actions,"Charging Party, Legal Representative, HOPSON EDWIN, WYATT, TARRANT & COMBS, LLP, 500 W Jefferson St, Pnc Plaza, Louisville, KY, 40202-2823, (502)589-7360
Charged Party / Respondent, Legal Representative, WALTER MARTIN, Blake & Uhlig, P.A., 753 State Ave, Ste. 475, KANSAS CITY, KS, 66101-2516, (913)321-8884
Charged Party / Respondent, Legal Representative, AMASH MICHAEL, Blake & Uhlig, P.A., 753 State Ave, Ste. 475, KANSAS CITY, KS, 66101-2516, (913)321-8884
Charged Party / Respondent, Notification, Stapp Michael, 753 State Ave, 475 New Brotherhood Building, Kansas City, KS, 66101-2516, (913)321-8884
Charged Party / Respondent, Union, PROFESSIONAL EMT'S & PARAMEDICS, A DIVISION OF THE INTERNATIONAL BROTHERHOOD OF BOILMAKERS, Copperhill, TN, 37317-0244
Charging Party, Individual",,,
405429,C,"Region 31, Los Angeles, California",31-CB-010928,"Teamsters, Local 63 (Roadway Express, Inc)",Closed,2001-11-01,2002-02-28,Dismissal Non-adjusted,Rialto,CA,400,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access","Charged Party / Respondent, Legal Representative, YOUNG KENNETH, WOHLNER, KAPLON, CUTLER, HALFORD ROSENFELD & LEVY, 15760 Ventura Blvd., Suite 1200, Encino, CA, 91436-3042, (818)501-8030
Charged Party / Respondent, Union, International Brotherhood of Teamsters, Local 63, Rialto, CA, 92376
Charging Party, Individual
Involved Party, Additional Service, ROADWAY EXPRESS, INC., Akron, OH, 44310-2408
Involved Party, Employer, ROADWAY EXPRESS, INC., Adelanto, CA, 92301-2701",,,
405430,C,"Region 25, Indianapolis, Indiana",25-CA-027901,"Dilling Mechanical, Inc.",Closed,2001-11-01,2002-05-14,Dismissal Non-adjusted,Logansport,IN,45,8(a)(3) Refusal to Consider/Hire Applicant (salting only),"Charged Party / Respondent, Legal Representative, MORITZ JEREMY, Franczek P.C., 300 S Wacker Dr  Ste 3400, Chicago, IL, 60606-6708, (312)558-1420
Charged Party / Respondent, Legal Representative, HEIN RONALD, Flying Good Group, Inc., 300 South Wacker Drive, Suite 3400, Chicago, IL, 60606-6708, (312)786-6157
Charged Party / Respondent, Employer, DILLING MECHANICAL, INC., Logansport, IN, 46947-2766
Charging Party, Union, INDIANA STATE PIPE TRADES ASSOC. & U.A. LOCAL 166, Evansville, IN, 47724-1118",,,
405431,C,"Region 29, Brooklyn, New York",29-CA-024580,"Waste Energy Technology, LLC",Closed,2001-11-01,2002-03-20,Dismissal Non-adjusted,Staten Island,NY,15,8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting)),"Charged Party / Respondent, Legal Representative, Weissman David, DeForest Koscelnik Yokitis & Berardinelli, 375 Park Ave Fl 17, New York, NY, 10152-1799, (914)286-2827
Charged Party / Respondent, Not Specified, WASTE ENERGY TECHNOLOGY, LLC, Fort Walton Beach, FL, 32548-5414",,,
405432,C,"Region 14, Saint Louis, Missouri",14-CA-026672,St. John's Mercy Medical Center,Closed,2001-11-01,2002-04-30,Dismissal Non-adjusted,Saint Louis,MO,1500,"8(a)(3) Changes in Terms and Conditions of Employment
8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting))
8(a)(3) Discipline","Charged Party / Respondent, Legal Representative, FINE CARYN, Ogletree, Deakins, Nash, Smoak & Stewart, P.C., 7777 Bonhomme Avenue, Suite 1710, Clayton, MO,  63105, (314)746-4850
Charging Party, Legal Representative, SAUBER KARL, HAMMOND, SHINNERS, TURCOTTE, LARREW & YOUNG, P.C., 7730 Carondelet Ave Ste 200, Clayton, MO, 63105-3326, (314)727-1015
Charging Party, Notification, FUNK ROBERT, 1775 K St NW, Ufcw International Union, Washington, DC, 20006-1502
Charging Party, Union, United Food & Commercial Workers Union Local 655, Ballwin, MO, 63011-4433
Charged Party / Respondent, Employer, ST. JOHN'S MERCY MEDICAL CENTER, Saint Louis, MO, 63141-8221",,,
405433,C,"Region 02, New York, New York",02-CA-034124,Bowery Residents Committee,Closed,2001-11-01,2002-05-31,Dismissal Non-adjusted,New York,NY,10,8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing),"Charging Party, Legal Representative, LEIBOWITZ LEONARD, 322 West 48th Street, New York, NY, 10036-1308, (212)765-4300
Charged Party / Respondent, Employer, BOWERY RESIDENTS COMMITTEE, New York, NY, 10002-1261",,,
405434,C,"Region 22, Newark, New Jersey",22-CA-024870,"Douglas Stephen Plastics, Inc.",Closed,2001-11-01,2003-11-26,Withdrawal Non-adjusted,Paterson,NJ,125,,"Charging Party, Legal Representative, SMITH LORI, LYNCH MARTIN & KROLL, 99 Wood Avenue South, Suite 307, Metro Corporate Campus I, Iselin, NJ, 08830, (973)243-0100
Charged Party / Respondent, Additional Service, DOUGLAS STEPHEN PLASTICS, INC., Paterson, NJ, 07501-
Charged Party / Respondent, Employer, DOUGLAS STEPHEN PLASTICS, INC., Paterson, NJ, 07501-",,,
